Radial Distance r (a.u.),Computed Wavefunction
2.065,0.04426315263298035
2.07,0.043940572624783694
2.075,0.04362042250366854
2.08,0.043302683072295
2.085,0.04298733529555805
2.09,0.04267436029908806
2.095,0.042363739367765725
2.1,0.042055453944254736
2.105,0.04174948562754669
2.11,0.04144581617152209
2.115,0.041144427483527375
2.12,0.04084530162296458
2.125,0.04054842079989556
2.13,0.04025376737366268
2.1350000000000002,0.03996132385151949
2.14,0.039671072887280466
2.145,0.03938299727997957
2.15,0.039097079972546085
2.1550000000000002,0.03881330405049171
2.16,0.038531652740611655
2.165,0.038252109409699454
2.17,0.03797465756327355
2.1750000000000003,0.037699280844317846
2.18,0.037425963032034104
2.185,0.03715468804060787
2.19,0.036885439917985964
2.195,0.036618202844666305
2.2,0.036352961132500285
2.205,0.03608969922350701
2.21,0.0358284016886988
2.215,0.03556905322692012
2.22,0.03531163866369648
2.225,0.035056142950094585
2.23,0.03480255116159539
2.235,0.034550848496976976
2.24,0.03430102027721027
2.245,0.03405305194436242
2.25,0.033806929060515065
2.255,0.033562637306690894
2.2600000000000002,0.03332016248179114
2.265,0.033079490501543685
2.27,0.03284060739746194
2.275,0.032603499315812925
2.2800000000000002,0.0323681525165979
2.285,0.03213455337253998
2.29,0.03190268836808319
2.295,0.03167254409840146
2.3000000000000003,0.03144410726841765
2.305,0.031217364691831163
2.31,0.03099230329015492
2.315,0.030768910091764072
2.32,0.03054717223095024
2.325,0.03032707694698829
2.33,0.030108611583211094
2.335,0.029891763586091732
2.34,0.02967652050433759
2.345,0.029462869987990987
2.35,0.029250799787538043
2.355,0.029040297753029336
2.36,0.02883135183320548
2.365,0.028623950074633427
2.37,0.02841808062085004
2.375,0.02821373171151369
2.38,0.02801089168156581
2.3850000000000002,0.027809548960398348
2.39,0.027609692071030065
2.395,0.027411309629291055
2.4,0.027214390343014715
2.4050000000000002,0.027018923011237695
2.41,0.026824896523406954
2.415,0.026632299858595096
2.42,0.026441122084722633
2.4250000000000003,0.026251352357787815
2.43,0.02606297992110398
2.435,0.025875994104544223
2.44,0.02569038432379286
2.445,0.025506140079603893
2.45,0.02532325095706723
2.455,0.02514170662488061
2.46,0.024961496834630285
2.465,0.024782611420076924
2.47,0.02460504029644827
2.475,0.02442877345973968
2.48,0.024253800986019612
2.485,0.024080113030743873
2.49,0.023907699828073115
2.495,0.023736551690200603
2.5,0.02356665900668231
2.505,0.023398012243777046
2.5100000000000002,0.023230601943789238
2.515,0.02306441872442113
2.52,0.02289945327812831
2.525,0.022735696371482914
2.5300000000000002,0.022573138844542078
2.535,0.022411771610222637
2.54,0.022251585653681114
2.545,0.022092572031700158
2.5500000000000003,0.021934721872080055
2.555,0.021778026373036028
