Radial distance r (atomic units),Calculated helium wavefunction (probability amplitude)
0.8808808808808809,0.2590969824777751
0.8858858858858859,0.25746798576850694
0.8908908908908909,0.2558513045577629
0.8958958958958959,0.25424671195190923
0.9009009009009009,0.2526539881381739
0.9059059059059059,0.25107292028267597
0.9109109109109109,0.24950330242198532
0.9159159159159159,0.2479449353487447
0.9209209209209209,0.24639762649187075
0.9259259259259259,0.24486118979183483
0.9309309309309309,0.2433354455715122
0.9359359359359359,0.24182022040306725
0.9409409409409409,0.24031534697133133
0.9459459459459459,0.2388206639341106
0.950950950950951,0.23733601577984437
0.955955955955956,0.2358612526830209
0.960960960960961,0.2343962303577378
0.965965965965966,0.23294080990977942
0.970970970970971,0.2314948576875664
0.975975975975976,0.23005824513231593
0.980980980980981,0.22863084862773567
0.985985985985986,0.22721254934955668
0.990990990990991,0.22580323311519612
0.995995995995996,0.22440279023382306
1.001001001001001,0.2230111153570869
1.006006006006006,0.22162810733075053
1.011011011011011,0.22025366904745722
1.016016016016016,0.21888770730084384
1.021021021021021,0.21753013264119958
1.026026026026026,0.21618085923285507
1.031031031031031,0.2148398047134729
1.0360360360360361,0.21350689005539622
1.0410410410410411,0.21218203942920266
1.0460460460460461,0.21086518006959248
1.0510510510510511,0.20955624214373392
1.0560560560560561,0.20825515862217184
1.0610610610610611,0.20696186515239845
1.0660660660660661,0.20567629993517078
1.0710710710710711,0.2043984036036515
1.0760760760760761,0.20312811910543818
1.0810810810810811,0.20186539158753775
1.0860860860860861,0.2006101682843322
1.0910910910910911,0.19936239840857425
1.0960960960960962,0.19812203304544285
1.1011011011011012,0.1968890250496803
1.1061061061061062,0.19566332894582553
1.1111111111111112,0.19444490083155117
1.1161161161161162,0.19323369828410486
1.1211211211211212,0.19202968026984973
1.1261261261261262,0.190832807056892
1.1311311311311312,0.18964304013078018
1.1361361361361362,0.1884603421132518
1.1411411411411412,0.18728467668400287
1.1461461461461462,0.18611600850544754
1.1511511511511512,0.1849543031504332
1.1561561561561562,0.18379952703287183
1.1611611611611612,0.1826516473412448
1.1661661661661662,0.18151063197493583
1.1711711711711712,0.18037644948334314
1.1761761761761762,0.17924906900772028
1.1811811811811812,0.17812846022569104
1.1861861861861862,0.1770145932983844
1.1911911911911912,0.17590743882013107
1.1961961961961962,0.17480696777066382
1.2012012012012012,0.17371315146976024
1.2062062062062062,0.17262596153426765
1.2112112112112112,0.17154536983744786
1.2162162162162162,0.1704713484705778
1.2212212212212212,0.16940386970674434
1.2262262262262262,0.16834290596676768
1.2312312312312312,0.16728842978719047
1.2362362362362362,0.1662404137902682
1.2412412412412412,0.16519883065589624
1.2462462462462462,0.16416365309541095
1.2512512512512513,0.1631348538272002
1.2562562562562563,0.16211240555406073
1.2612612612612613,0.16109628094224024
1.2662662662662663,0.1600864526021017
1.2712712712712713,0.15908289307034928
1.2762762762762763,0.15808557479375523
1.2812812812812813,0.15709447011432887
1.2862862862862863,0.1561095512558688
1.2912912912912913,0.155130790311841
1.2962962962962963,0.1541581592345269
1.3013013013013013,0.15319162982538545
1.3063063063063063,0.15223117372657605
1.3113113113113113,0.1512767624135886
1.3163163163163163,0.15032836718892967
1.3213213213213213,0.14938595917681435
1.3263263263263263,0.148449509318814
1.3313313313313313,0.14751898837041333
1.3363363363363363,0.14659436689842878
1.3413413413413413,0.1456756152792443
1.3463463463463463,0.14476270369782004
1.3513513513513513,0.14385560214743104
1.3563563563563563,0.14295428043009534
1.3613613613613613,0.14205870815765137
1.3663663663663663,0.1411688547534452
1.3713713713713713,0.1402846894545914
1.3763763763763763,0.13940618131477056
1.3813813813813813,0.13853329920752913
1.3863863863863863,0.1376660118300476
1.3913913913913913,0.13680428770734485
1.3963963963963963,0.13594809519688775
1.4014014014014013,0.13509740249357519
1.4064064064064064,0.13425217763506908
1.4114114114114114,0.1334123885074432
1.4164164164164164,0.1325780028511246
1.4214214214214214,0.13174898826710096
1.4264264264264264,0.13092531222337103
1.4314314314314314,0.13010694206161286
1.4364364364364364,0.1292938450040494
1.4414414414414414,0.12848598816048884
1.4464464464464464,0.1276833385355201
1.4514514514514514,0.12688586303584345
1.4564564564564564,0.12609352847771835
1.4614614614614614,0.12530630159451037
1.4664664664664664,0.12452414904432077
1.4714714714714714,0.12374703741768246
1.4764764764764764,0.12297493324530785
1.4814814814814814,0.12220780300587313
1.4864864864864864,0.1214456131338267
1.4914914914914914,0.12068833002720764
1.4964964964964964,0.1199359200554631
1.5015015015015014,0.11918834956725206
1.5065065065065064,0.11844558489822576
1.5115115115115114,0.11770759237877321
1.5165165165165164,0.1169743383417236
1.5215215215215214,0.11624578912999542
1.5265265265265264,0.11552191110418435
1.5315315315315314,0.11480267065008196
1.5365365365365364,0.11408803418611747
1.5415415415415414,0.11337796817071599
1.5465465465465464,0.11267243910956662
1.5515515515515514,0.11197141356279429
1.5565565565565564,0.11127485815202987
1.5615615615615615,0.11058273956737333
1.5665665665665665,0.10989502457424556
1.5715715715715715,0.10921168002012349
1.5765765765765765,0.1085326728411558
1.5815815815815815,0.10785797006865429
1.5865865865865865,0.10718753883545866
1.5915915915915915,0.10652134638217069
1.5965965965965965,0.10585936006325591
1.6016016016016015,0.10520154735301
1.6066066066066067,0.10454787585138738
1.6116116116116117,0.10389831328969094
1.6166166166166167,0.10325282753612042
1.6216216216216217,0.10261138660117859
1.6266266266266267,0.10197395864293377
1.6316316316316317,0.10134051197213785
1.6366366366366367,0.10071101505719894
1.6416416416416417,0.10008543652900811
1.6466466466466467,0.0994637451856199
1.6516516516516517,0.09884590999678623
1.6566566566566567,0.09823190010834383
1.6616616616616617,0.09762168484645511
1.6666666666666667,0.09701523372170301
1.6716716716716717,0.09641251643303955
1.6766766766766767,0.09581350287158966
1.6816816816816818,0.09521816312430995
1.6866866866866868,0.09462646747750354
1.6916916916916918,0.09403838642019209
1.6966966966966968,0.09345389064734548
1.7017017017017018,0.09287295106297061
1.7067067067067068,0.09229553878306034
1.7117117117117118,0.0917216251384038
1.7167167167167168,0.09115118167725936
1.7217217217217218,0.09058418016789181
1.7267267267267268,0.090020592600975
1.7317317317317318,0.0894603911918618
1.7367367367367368,0.08890354838272249
1.7417417417417418,0.08835003684455378
1.7467467467467468,0.0877998294790598
1.7517517517517518,0.08725289942040688
1.7567567567567568,0.08670922003685405
1.7617617617617618,0.08616876493226086
1.7667667667667668,0.08563150794747479
1.7717717717717718,0.08509742316159964
1.7767767767767768,0.08456648489314733
1.7817817817817818,0.08403866770107477
1.7867867867867868,0.08351394638570787
1.7917917917917918,0.08299229598955483
1.7967967967967968,0.08247369179801067
1.8018018018018018,0.08195810933995486
1.8068068068068068,0.0814455243882444
1.8118118118118118,0.08093591296010458
1.8168168168168168,0.08042925131741877
1.8218218218218218,0.0799255159669203
1.8268268268268268,0.07942468366028779
1.8318318318318318,0.07892673139414659
1.8368368368368369,0.0784316364099779
1.8418418418418419,0.07793937619393823
1.8468468468468469,0.07744992847659102
1.8518518518518519,0.07696327123255237
1.8568568568568569,0.07647938268005357
1.8618618618618619,0.07599824128042185
1.8668668668668669,0.07551982573748199
1.8718718718718719,0.07504411499688055
1.8768768768768769,0.07457108824533501
1.8818818818818819,0.07410072490980961
1.8868868868868869,0.07363300465662047
1.8918918918918919,0.07316790739047141
1.896896896896897,0.07270541325342302
1.901901901901902,0.07224550262379661
1.906906906906907,0.07178815611501548
1.911911911911912,0.071333354574385
1.916916916916917,0.07088107908181396
1.921921921921922,0.07043131094847865
1.926926926926927,0.06998403171543219
1.931931931931932,0.06953922315216046
1.936936936936937,0.06909686725508686
1.941941941941942,0.06865694624602779
1.946946946946947,0.06821944257060054
1.951951951951952,0.06778433889658549
1.956956956956957,0.06735161811224444
1.961961961961962,0.06692126332459708
1.966966966966967,0.06649325785765679
1.971971971971972,0.06606758525062831
1.976976976976977,0.0656442292560682
1.981981981981982,0.0652231738380105
1.986986986986987,0.06480440317005863
1.991991991991992,0.06438790163344577
1.996996996996997,0.06397365381506483
2.002002002002002,0.06356164450546999
2.007007007007007,0.06315185869685105
2.012012012012012,0.06274428158098264
2.017017017017017,0.06233889854714903
2.022022022022022,0.06193569518004686
2.027027027027027,0.06153465725766676
2.032032032032032,0.061135770749155424
2.037037037037037,0.06073902181265951
2.042042042042042,0.06034439679315299
2.047047047047047,0.05995188222024881
2.052052052052052,0.05956146480599692
2.057057057057057,0.05917313144266927
2.062062062062062,0.0587868692005334
2.067067067067067,0.05840266532561596
2.0720720720720722,0.05802050723745722
2.0770770770770772,0.05764038252685782
2.0820820820820822,0.057262278953618816
2.0870870870870872,0.05688618444427655
2.0920920920920922,0.05651208708983297
2.0970970970970972,0.056139975143482866
2.1021021021021022,0.055769837018338916
2.1071071071071072,0.05540166128515561
2.1121121121121122,0.05503543667005322
2.1171171171171173,0.05467115205224244
2.1221221221221223,0.05430879646175115
2.1271271271271273,0.053948359077153854
2.1321321321321323,0.05358982922330486
2.1371371371371373,0.053233196369076044
2.1421421421421423,0.05287845012510034
2.1471471471471473,0.052525580241521194
2.1521521521521523,0.05217457660574941
2.1571571571571573,0.05182542924022782
2.1621621621621623,0.05147812830020474
2.1671671671671673,0.05113266407151676
2.1721721721721723,0.05078902696838176
2.1771771771771773,0.0504472075312028
2.1821821821821823,0.050107196424383514
2.1871871871871873,0.04976898443415564
2.1921921921921923,0.04943256246641945
2.1971971971971973,0.0490979215445975
2.2022022022022023,0.048765052807502485
2.2072072072072073,0.0484339475072195
2.2122122122122123,0.04810459700700358
2.2172172172172173,0.047776992779192645
2.2222222222222223,0.047451126403136784
2.2272272272272273,0.04712698956314395
2.2322322322322323,0.046804574046442726
2.2372372372372373,0.04648387174116275
2.2422422422422423,0.04616487463433278
2.2472472472472473,0.0458475748098972
2.2522522522522523,0.04553196444675127
2.2572572572572573,0.04521803581679519
2.2622622622622623,0.044905781283007803
2.2672672672672673,0.04459519329753979
2.2722722722722724,0.044286264399827
2.2772772772772774,0.04397898721472401
2.2822822822822824,0.043673354450658286
2.2872872872872874,0.04336935889780518
2.2922922922922924,0.04306699342628387
2.2972972972972974,0.04276625098437477
2.3023023023023024,0.04246712459675829
2.3073073073073074,0.042169607362775294
2.3123123123123124,0.04187369245470942
2.3173173173173174,0.041579373116091486
2.3223223223223224,0.041286642660025935
2.3273273273273274,0.04099549446753962
2.3323323323323324,0.04070592198595308
2.3373373373373374,0.040417918727274155
2.3423423423423424,0.04013147826661439
2.3473473473473474,0.03984659424062801
2.3523523523523524,0.0395632603459737
2.3573573573573574,0.03928147033779914
2.3623623623623624,0.03900121802824843
2.3673673673673674,0.038722497284992344
2.3723723723723724,0.038445302029781594
2.3773773773773774,0.03816962623702277
2.3823823823823824,0.03789546393237743
2.3873873873873874,0.03762280919138394
2.3923923923923924,0.03735165613810215
2.3973973973973974,0.03708199894378101
2.4024024024024024,0.036813831825548884
2.4074074074074074,0.03654714904512659
2.4124124124124124,0.03628194490756315
2.4174174174174174,0.03601821375999423
2.4224224224224224,0.03575594999042282
2.4274274274274275,0.035495148026522705
2.4324324324324325,0.03523580233446405
2.4374374374374375,0.03497790741776126
2.4424424424424425,0.034721457816143025
2.4474474474474475,0.03446644810444436
2.4524524524524525,0.0342128728915205
2.4574574574574575,0.03396072681918261
2.4624624624624625,0.033710004561155076
2.4674674674674675,0.033460700822054316
2.4724724724724725,0.0332128103363889
2.4774774774774775,0.032966327867580865
2.4824824824824825,0.032721248207008044
2.4874874874874875,0.03247756617306728
2.4924924924924925,0.0322352766102583
2.4974974974974975,0.03199437438828812
2.5025025025025025,0.031754854401195784
2.5075075075075075,0.03151671156649721
2.5125125125125125,0.03127994082435024
2.5175175175175175,0.031044537136739048
2.5225225225225225,0.030810495486678545
2.5275275275275275,0.030577810877437942
2.5325325325325325,0.030346478331783614
2.5375375375375375,0.03011649289124082
2.5425425425425425,0.029887849615374378
2.5475475475475475,0.02966054358108777
2.5525525525525525,0.029434569881940657
2.5575575575575575,0.029209923627484553
2.5625625625625625,0.028986599942616438
2.5675675675675675,0.028764593966950032
2.5725725725725725,0.02854390085420457
2.5775775775775776,0.02832451577161095
2.5825825825825826,0.028106433899334798
2.5875875875875876,0.02788965042991643
2.5925925925925926,0.0276741605677274
2.5975975975975976,0.02745995952844341
2.6026026026026026,0.027247042538533394
2.6076076076076076,0.027035404834764524
2.6126126126126126,0.026825041663722817
2.6176176176176176,0.02661594828134938
2.6226226226226226,0.02640811995249171
2.6276276276276276,0.026201551950470064
2.6326326326326326,0.02599623955665865
2.6376376376376376,0.02579217806008132
2.6426426426426426,0.025589362757021516
2.6476476476476476,0.025387788950646396
2.6526526526526526,0.02518745195064479
2.6576576576576576,0.02498834707287874
2.6626626626626626,0.02479046963904845
2.6676676676676676,0.024593814976370438
2.6726726726726726,0.024398378417268617
2.6776776776776776,0.024204155299078062
2.6826826826826826,0.02401114096376127
2.6876876876876876,0.02381933075763673
2.6926926926926926,0.02362872003111948
2.6976976976976976,0.023439304138473536
2.7027027027027026,0.023251078437575852
2.7077077077077076,0.0230640382896917
2.7127127127127126,0.02287817905926121
2.7177177177177176,0.02269349611369684
2.7227227227227226,0.022509984823191546
2.7277277277277276,0.022327640560537494
2.7327327327327327,0.02214645870095509
2.7377377377377377,0.02196643462193201
2.7427427427427427,0.021787563703072155
2.7477477477477477,0.021609841325954348
2.7527527527527527,0.02143326287400032
2.7577577577577577,0.021257823732352105
2.7627627627627627,0.0210835192877584
2.7677677677677677,0.020910344928469823
2.7727727727727727,0.020738296044142793
2.7777777777777777,0.020567368025751882
2.7827827827827827,0.0203975562655104
2.7877877877877877,0.020228856156799098
2.7927927927927927,0.020061263094102687
2.7977977977977977,0.019894772472954056
2.8028028028028027,0.019729379689886025
2.8078078078078077,0.019565080142390393
2.8128128128128127,0.019401869228884087
2.8178178178178177,0.019239742348682292
2.8228228228228227,0.019078694901978333
2.8278278278278277,0.018918722289830197
2.8328328328328327,0.018759819914153382
2.8378378378378377,0.01860198317772011
2.8428428428428427,0.01844520748416452
2.8478478478478477,0.01828948823799383
2.8528528528528527,0.01813482084460523
2.8578578578578577,0.017981200710308343
2.8628628628628627,0.017828623242353136
2.8678678678678677,0.01767708384896304
2.8728728728728727,0.017526577939373244
2.8778778778778777,0.01737710092387392
2.8828828828828827,0.017228648213858184
2.8878878878878878,0.017081215221874838
2.8928928928928928,0.01693479736168547
2.8978978978978978,0.01678939004832602
2.9029029029029028,0.016644988698172502
2.9079079079079078,0.016501588729010842
2.9129129129129128,0.01635918556011062
2.9179179179179178,0.01621777461230262
2.9229229229229228,0.01607735130806005
2.9279279279279278,0.015937911071583304
2.932932932932933,0.01579944932888812
2.937937937937938,0.015661961507897018
2.942942942942943,0.015525443038533865
2.947947947947948,0.015389889352821541
2.952952952952953,0.015255295884982426
2.957957957957958,0.015121658071541729
2.962962962962963,0.01498897135143348
2.967967967967968,0.014857231166109076
2.972972972972973,0.014726432959648305
2.977977977977978,0.014596572178872625
2.982982982982983,0.014467644273460764
2.987987987987988,0.014339644696066411
2.992992992992993,0.014212568902437888
2.997997997997998,0.014086412351539776
3.003003003003003,0.01396117050567638
3.008008008008008,0.01383683883061682
3.013013013013013,0.013713412795721875
3.018018018018018,0.013590887874072227
3.023023023023023,0.013469259542598226
3.028028028028028,0.013348523282210993
3.033033033033033,0.013228674577934703
3.038038038038038,0.013109708919040165
3.043043043043043,0.012991621799179365
3.048048048048048,0.01287440871652108
3.053053053053053,0.012758065173887435
3.058058058058058,0.012642586678891213
3.063063063063063,0.012527968744074027
3.068068068068068,0.012414206887045122
3.073073073073073,0.01230129663062081
3.078078078078078,0.012189233502964471
3.083083083083083,0.012078013037726983
3.088088088088088,0.01196763077418759
3.093093093093093,0.01185808225739508
3.098098098098098,0.011749363038309287
3.103103103103103,0.011641468673942711
3.108108108108108,0.011534394727502398
3.113113113113113,0.011428136768531771
3.118118118118118,0.011322690373052604
3.123123123123123,0.011218051123706909
3.128128128128128,0.01111421460989871
3.133133133133133,0.011011176427935735
3.138138138138138,0.010908932181170831
3.143143143143143,0.010807477480143225
3.148148148148148,0.010706807942719396
3.153153153153153,0.010606919194233618
3.158158158158158,0.010507806867628167
3.163163163163163,0.010409466603592982
3.168168168168168,0.010311894050704942
3.173173173173173,0.010215084865566519
3.178178178178178,0.010119034712943889
3.183183183183183,0.010023739265904446
3.188188188188188,0.00992919420595364
3.193193193193193,0.009835395223171107
3.198198198198198,0.009742338016346084
3.203203203203203,0.009650018293112033
3.2082082082082084,0.009558431770080464
3.2132132132132134,0.009467574172973964
3.2182182182182184,0.009377441236758247
3.2232232232232234,0.009288028705773404
3.2282282282282284,0.009199332333864139
3.2332332332332334,0.009111347884509112
3.2382382382382384,0.009024071130949208
3.2432432432432434,0.00893749785631483
3.2482482482482484,0.00885162385375212
3.2532532532532534,0.008766444926548128
3.2582582582582584,0.008681956888254851
3.2632632632632634,0.008598155562812158
3.2682682682682684,0.00851503678466957
3.2732732732732734,0.008432596398906854
3.2782782782782784,0.008350830261353439
3.2832832832832834,0.00826973423870662
3.2882882882882885,0.008189304208648529
3.2932932932932935,0.00810953605996182
3.2982982982982985,0.008030425692644146
3.3033033033033035,0.007951969018021296
3.3083083083083085,0.007874161958859068
3.3133133133133135,0.007797000449473796
3.3183183183183185,0.007720480435841553
3.3233233233233235,0.007644597875706022
3.3283283283283285,0.007569348738684981
3.3333333333333335,0.0074947290063754205
3.3383383383383385,0.007420734672457312
3.3433433433433435,0.00734736174279592
3.3483483483483485,0.007274606235542757
3.3533533533533535,0.00720246418123509
3.3583583583583585,0.007130931622894063
3.3633633633633635,0.007060004616121318
3.3683683683683685,0.006989679229194242
3.3733733733733735,0.006919951543159716
3.3783783783783785,0.006850817651926438
3.3833833833833835,0.006782273662355774
3.3883883883883885,0.0067143156943511115
3.3933933933933935,0.0066469398809457965
3.3983983983983985,0.006580142368389528
3.4034034034034035,0.00651391931623332
3.4084084084084085,0.006448266897412963
3.4134134134134135,0.006383181298330967
3.4184184184184185,0.006318658718937044
3.4234234234234235,0.006254695372807105
3.4284284284284285,0.0061912874872207205
3.4334334334334335,0.006128431303237114
3.4384384384384385,0.006066123075769641
3.4434434434434436,0.006004359073658798
3.4484484484484486,0.00594313557974368
3.4534534534534536,0.005882448890931996
3.4584584584584586,0.005822295318268552
3.4634634634634636,0.005762671187002235
3.4684684684684686,0.005703572836651532
3.4734734734734736,0.005644996621068533
3.4784784784784786,0.005586938908501425
3.4834834834834836,0.005529396081655552
3.4884884884884886,0.0054723645377529355
3.4934934934934936,0.005415840688590332
3.4984984984984986,0.00535982096059584
3.5035035035035036,0.005304301794883964
3.5085085085085086,0.005249279647309294
3.5135135135135136,0.005194750988518643
3.5185185185185186,0.005140712304001765
3.5235235235235236,0.005087160094140609
3.5285285285285286,0.0050340908742571204
3.5335335335335336,0.00498150117465959
3.5385385385385386,0.004929387540687569
3.5435435435435436,0.004877746532755363
3.5485485485485486,0.004826574726394063
3.5535535535535536,0.004775868712292196
3.5585585585585586,0.00472562509633494
3.5635635635635636,0.004675840499641938
3.5685685685685686,0.004626511558603696
3.5735735735735736,0.004577634924916616
3.5785785785785786,0.004529207265616625
3.5835835835835836,0.00448122526311143
3.5885885885885886,0.004433685615211406
3.5935935935935936,0.004386585035159116
3.5985985985985987,0.0043399202516574845
3.6036036036036037,0.0042936880088966355
3.6086086086086087,0.004247885066579365
3.6136136136136137,0.004202508199945314
3.6186186186186187,0.004157554199793817
3.6236236236236237,0.004113019872505422
3.6286286286286287,0.004068902040062149
3.6336336336336337,0.004025197540066405
3.6386386386386387,0.0039819032257586715
3.6436436436436437,0.003939015966033875
3.6486486486486487,0.003896532645456523
3.6536536536536537,0.0038544501642745785
3.6586586586586587,0.003812765438432085
3.6636636636636637,0.0037714753995805716
3.6686686686686687,0.0037305769950892235
3.6736736736736737,0.003690067188053844
3.6786786786786787,0.0036499429573046173
3.6836836836836837,0.003610201297412671
3.6886886886886887,0.003570839218695467
3.6936936936936937,0.0035318537472210105
3.6986986986986987,0.003493241924810907
3.7037037037037037,0.0034550008090422604
3.7087087087087087,0.0034171274732484355
3.7137137137137137,0.0033796190065187074
3.7187187187187187,0.003342472513696748
3.7237237237237237,0.0033056851153780674
3.7287287287287287,0.0032692539479062953
3.7337337337337337,0.0032331761633684333
3.7387387387387387,0.003197448929588992
3.7437437437437437,0.00316206943012308
3.7487487487487487,0.0031270348642484513
3.7537537537537538,0.0030923424469564836
3.7587587587587588,0.00305798940894215
3.7637637637637638,0.003023972996592971
3.7687687687687688,0.0029902904719769333
3.7737737737737738,0.002956939112829448
3.7787787787787788,0.0029239162125392934
3.7837837837837838,0.002891219080133597
3.7887887887887888,0.0028588450402618525
3.793793793793794,0.00282679143317898
3.798798798798799,0.002795055614727452
3.803803803803804,0.002763634956318491
3.808808808808809,0.0027325268449123296
3.813813813813814,0.0027017286829975943
3.818818818818819,0.0026712378885697685
3.823823823823824,0.002641051895108771
3.828828828828829,0.0026111681515556934
3.833833833833834,0.0025815841222886224
3.838838838838839,0.0025522972870976554
3.843843843843844,0.002523305141159053
3.848848848848849,0.002494605195008579
3.853853853853854,0.002466194974513997
3.858858858858859,0.002438072020846793
3.863863863863864,0.00241023389045307
3.868868868868869,0.0023826781550236884
3.873873873873874,0.0023554024014636097
3.878878878878879,0.002328404231860488
3.883883883883884,0.002301681263452515
3.888888888888889,0.0022752311285955083
