facet_name,vacuum,layers,surface_energy
"(1, 0, 0)",5,3,0.12631629919764956
"(1, 0, 0)",8,3,0.12688718415098574
"(1, 1, 0)",5,3,0.18984570611157428
"(1, 1, 0)",8,3,0.18860881075832633
